TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType,Channel,CustomerOccupation,Location,Target
183.32,21.0,74.0,1.0,137.42,Albuquerque,Austin,Albuquerque,Nashville,8.0
858.88,60.0,227.0,1.0,7015.46,Albuquerque,Albuquerque,Baltimore,San Francisco,6.0
11.46,41.0,128.0,1.0,2356.71,Albuquerque,Austin,Atlanta,Fresno,3.0
61.37,75.0,164.0,1.0,4294.44,Albuquerque,Atlanta,Austin,Miami,8.0
103.08,49.0,150.0,1.0,9251.38,Atlanta,Baltimore,Austin,Los Angeles,1.0
1.2100000000000002,55.0,196.0,1.0,7542.739999999999,Atlanta,Baltimore,Atlanta,Indianapolis,7.0
425.18,26.0,172.0,1.0,9880.71,Albuquerque,Austin,Atlanta,Oklahoma City,8.0
60.96,52.0,238.0,1.0,6189.24,Atlanta,Baltimore,Austin,Charlotte,5.0
64.21,51.0,37.0,1.0,12540.18,Albuquerque,Austin,Atlanta,San Antonio,6.0
523.02,53.0,83.0,1.0,4586.11,Austin,Albuquerque,Albuquerque,Baltimore,0.0
50.26,65.0,164.0,1.0,1519.38,Atlanta,Austin,Boston,Miami,8.0
110.08,19.0,95.0,1.0,1447.26,Albuquerque,Austin,Albuquerque,Baltimore,0.0
54.47,23.0,34.0,1.0,1131.42,Albuquerque,Austin,Albuquerque,Seattle,2.0
79.76,68.0,115.0,1.0,10278.75,Albuquerque,Austin,Baltimore,Colorado Springs,5.0
16.79,30.0,146.0,1.0,535.15,Albuquerque,Atlanta,Baltimore,,2.0
1531.31,18.0,61.99999999999999,4.0,859.8599999999999,Albuquerque,Atlanta,Baltimore,Sacramento,6.0
68.62,29.0,157.0,1.0,13891.47,Albuquerque,Atlanta,Albuquerque,Albuquerque,0.0
643.38,18.0,105.0,1.0,1046.74,Albuquerque,Austin,Albuquerque,Milwaukee,8.0
328.34,42.0,30.999999999999996,1.0,2840.45,Atlanta,Atlanta,Albuquerque,Memphis,1.0
72.68,69.0,44.0,1.0,6216.77,Albuquerque,Albuquerque,Atlanta,Virginia Beach,2.0
354.76,51.0,279.0,1.0,10141.92,Albuquerque,Albuquerque,Albuquerque,Fresno,3.0
793.88,22.0,252.0,1.0,1404.06,Austin,Albuquerque,Austin,Omaha,4.0
29.22,27.0,69.00000000000001,1.0,7795.79,Atlanta,Austin,Austin,Nashville,8.0
653.97,37.0,100.00000000000001,1.0,3886.65,Albuquerque,Austin,Baltimore,Boston,0.0
366.43,21.0,91.99999999999999,1.0,1560.45,Atlanta,Austin,Baltimore,Houston,7.0
120.86,33.0,162.0,4.0,13566.58,Albuquerque,Albuquerque,Baltimore,Portland,4.0
233.74,72.0,142.0,1.0,4749.54,Albuquerque,Austin,Baltimore,Memphis,1.0
471.84,18.0,138.0,1.0,1044.33,Albuquerque,Albuquerque,Atlanta,Columbus,5.0
213.4,73.0,100.00000000000001,1.0,2012.24,Atlanta,Baltimore,Atlanta,Sacramento,6.0
254.20999999999998,48.0,45.99999999999999,1.0,2487.2,Atlanta,Atlanta,Atlanta,Omaha,4.0
577.73,37.0,63.0,1.0,14977.99,Atlanta,Atlanta,Boston,Houston,7.0
170.26,27.0,265.0,1.0,1969.48,Albuquerque,Austin,Boston,San Francisco,6.0
337.73,78.0,107.0,4.0,7001.2,Albuquerque,Atlanta,Albuquerque,El Paso,3.0
330.61,64.0,113.0,1.0,2525.25,Albuquerque,Austin,Baltimore,Las Vegas,7.0
132.33,35.0,47.0,1.0,7457.94,Albuquerque,Atlanta,Albuquerque,Seattle,2.0
74.04,18.0,66.0,1.0,1690.23,Atlanta,Austin,Albuquerque,Omaha,4.0
197.18,28.0,135.0,1.0,3114.92,Atlanta,Albuquerque,Baltimore,Louisville,1.0
21.15,70.0,180.0,1.0,3466.74,Albuquerque,Albuquerque,Baltimore,Seattle,2.0
590.01,29.0,140.0,3.0,9791.74,Atlanta,Austin,Albuquerque,Tucson,2.0
697.82,44.0,153.0,1.0,6824.0,Albuquerque,Austin,Baltimore,Chicago,5.0
302.76,38.0,88.0,3.0,8583.39,Albuquerque,Austin,Austin,Nashville,8.0
148.0,20.0,35.0,1.0,1488.65,Albuquerque,Atlanta,Atlanta,Atlanta,0.0
22.26,19.0,56.0,1.0,5583.88,Atlanta,Atlanta,Boston,Mesa,1.0
0.86,25.0,139.0,1.0,1357.22,Albuquerque,Baltimore,Baltimore,Los Angeles,1.0
757.1,65.0,203.0,1.0,10553.23,Albuquerque,Albuquerque,Albuquerque,San Diego,6.0
38.81,25.0,145.0,1.0,1619.6,Atlanta,Albuquerque,Baltimore,San Diego,6.0
76.51,49.0,120.0,4.0,9475.4,Albuquerque,Austin,Albuquerque,Chicago,5.0
32.46,31.0,10.0,1.0,8656.18,Albuquerque,Austin,Baltimore,Houston,7.0
1022.7499999999999,62.0,158.0,1.0,207.74,Albuquerque,Austin,Austin,San Diego,6.0
20.64,22.0,59.00000000000001,1.0,949.38,Austin,Austin,Atlanta,El Paso,3.0
662.11,23.0,219.0,1.0,1996.38,Albuquerque,Atlanta,Albuquerque,Washington,2.0
288.77,55.0,110.0,1.0,8836.51,Albuquerque,Atlanta,Atlanta,Indianapolis,7.0
35.05,30.0,105.0,1.0,14330.47,Austin,Atlanta,Albuquerque,Mesa,1.0
214.73,46.0,26.0,1.0,5368.42,Albuquerque,Atlanta,Baltimore,Louisville,1.0
25.38,57.0,66.0,1.0,8616.05,Albuquerque,Albuquerque,Austin,Fort Worth,3.0
617.66,41.0,40.0,1.0,5906.58,Albuquerque,Atlanta,Albuquerque,Denver,3.0
446.39,63.0,77.0,1.0,7863.6,Albuquerque,Austin,Baltimore,,2.0
377.92,33.0,204.0,1.0,2254.71,Albuquerque,Austin,Baltimore,Baltimore,0.0
11.04,30.0,43.0,1.0,6983.04,Albuquerque,Albuquerque,Albuquerque,Denver,3.0
275.46,36.0,67.0,1.0,9697.75,Albuquerque,Albuquerque,Baltimore,New York,8.0
179.76,78.0,81.0,1.0,5909.52,Albuquerque,Austin,Baltimore,Phoenix,4.0
32.34,44.0,45.0,1.0,7847.619999999999,Albuquerque,Albuquerque,Austin,Colorado Springs,5.0
273.92,79.0,109.0,1.0,4543.56,Albuquerque,Austin,Albuquerque,Phoenix,4.0
375.45,19.0,32.0,1.0,1307.23,Albuquerque,Atlanta,Albuquerque,Oklahoma City,8.0
388.98,23.0,155.0,1.0,1819.91,Albuquerque,Austin,Baltimore,Mesa,1.0
492.84,25.0,37.99999999999999,1.0,577.67,Albuquerque,Austin,Atlanta,Baltimore,0.0
148.85,57.0,25.000000000000004,1.0,7802.360000000001,Albuquerque,Austin,Baltimore,Philadelphia,4.0
391.66,50.0,103.0,1.0,2406.31,Albuquerque,Austin,Austin,Tucson,2.0
185.99,41.0,53.00000000000001,1.0,402.45,Albuquerque,Albuquerque,Albuquerque,Louisville,1.0
322.48,27.0,57.0,1.0,1238.43,Albuquerque,Austin,Austin,Detroit,3.0
20.27,18.0,22.0,1.0,796.3499999999999,Albuquerque,Atlanta,Baltimore,Phoenix,4.0
280.61,47.0,129.0,3.0,7888.76,Atlanta,Austin,Albuquerque,Albuquerque,0.0
199.02,61.0,269.0,1.0,4658.89,Atlanta,Atlanta,Austin,San Diego,6.0
104.23,63.0,107.99999999999999,1.0,5009.29,,,,,
353.59,52.0,109.0,5.0,1822.34,,,,,
55.86,39.0,68.00000000000001,1.0,5346.46,,,,,
10.77,31.0,178.0,1.0,10704.95,,,,,
95.55,33.0,51.00000000000001,1.0,2434.74,,,,,
477.07,27.0,278.0,1.0,6568.07,,,,,
9.1,52.0,63.0,1.0,2791.45,,,,,
21.41,57.0,99.0,1.0,658.91,,,,,
278.28,28.0,26.0,1.0,1346.88,,,,,
388.1,73.0,40.0,1.0,3022.12,,,,,
215.39,27.0,215.99999999999997,1.0,1582.55,,,,,
194.37,66.0,161.0,1.0,14395.88,,,,,
37.7,20.0,109.0,1.0,1741.1,,,,,
19.59,64.0,122.0,1.0,1061.69,,,,,
81.35,41.0,103.0,1.0,7192.45,,,,,
314.54,58.0,228.0,1.0,9923.45,,,,,
466.64,58.0,11.0,1.0,10915.11,,,,,
397.01,22.0,100.00000000000001,1.0,719.52,,,,,
472.48,55.0,87.0,1.0,7128.82,,,,,
67.15,59.0,14.0,1.0,9028.49,,,,,
102.67,79.0,119.0,1.0,4656.94,,,,,
460.09,35.0,146.0,3.0,6990.64,,,,,
453.49,66.0,147.0,1.0,6366.43,,,,,
267.17,26.0,170.0,1.0,1382.62,,,,,
111.26,66.0,43.0,1.0,14350.11,,,,,
121.17000000000002,68.0,158.0,1.0,12990.77,,,,,
213.28,51.0,94.0,1.0,4835.91,,,,,
187.88,60.0,180.0,1.0,2154.58,,,,,
471.88,34.0,141.0,1.0,14833.34,,,,,
83.79,57.0,47.0,1.0,5061.3,,,,,
212.14,72.0,105.0,1.0,7225.06,,,,,
99.16,79.0,202.0,1.0,2607.58,,,,,
839.33,60.0,86.0,1.0,11538.97,,,,,
29.91,76.0,43.0,3.0,2834.84,,,,,
4.24,38.0,37.99999999999999,1.0,7822.729999999999,,,,,
50.29,58.0,64.0,1.0,7604.9,,,,,
135.85,57.0,269.0,1.0,1480.39,,,,,
368.53,68.0,34.0,1.0,13696.31,,,,,
17.95,64.0,135.0,1.0,12344.9,,,,,
127.8,31.0,47.0,1.0,8630.99,,,,,
16.73,45.0,48.0,1.0,2202.62,,,,,
317.12,44.0,80.0,1.0,14409.74,,,,,
476.63,79.0,115.0,1.0,4894.25,,,,,
156.58,24.0,160.0,1.0,8981.61,,,,,
55.12,34.0,261.0,1.0,3791.99,,,,,
15.74,27.0,37.99999999999999,1.0,690.16,,,,,
353.68,70.0,145.0,1.0,6777.12,,,,,
297.15,76.0,178.0,1.0,5449.37,,,,,
647.85,36.0,121.0,1.0,13779.97,,,,,
75.04,49.0,178.0,1.0,9648.6,,,,,
273.92,28.0,35.0,1.0,1029.15,,,,,
215.8,51.0,66.0,1.0,3656.62,,,,,
963.77,41.0,247.99999999999997,1.0,6710.51,,,,,
420.6,26.0,55.0,1.0,1778.75,,,,,
688.36,23.0,22.0,1.0,5191.13,,,,,
285.18,55.0,150.0,1.0,14847.97,,,,,
213.55,63.0,15.0,1.0,5238.37,,,,,
463.11,51.0,159.0,1.0,10238.82,,,,,
150.03,73.0,176.0,1.0,7491.42,,,,,
309.56,58.0,147.0,1.0,972.04,,,,,
377.08,26.0,71.0,1.0,6430.86,,,,,
77.25,68.0,157.0,1.0,14077.97,,,,,
146.92,64.0,272.0,1.0,3990.6,,,,,
126.6,22.0,146.0,1.0,961.6499999999999,,,,,
101.34,24.0,45.99999999999999,1.0,703.2599999999999,,,,,
184.97,58.0,268.0,1.0,1156.67,,,,,
451.15,46.0,175.0,1.0,1356.47,,,,,
516.47,25.0,94.0,1.0,1305.06,,,,,
880.04,25.0,29.000000000000004,1.0,261.97,,,,,
66.69,25.0,140.0,1.0,1210.33,,,,,
95.75,31.0,169.0,1.0,337.62,,,,,
98.03,54.0,165.0,1.0,6323.45,,,,,
617.66,42.0,128.0,1.0,7155.95,,,,,
888.57,62.0,102.0,1.0,7896.14,,,,,
107.48,22.0,129.0,1.0,591.2299999999999,,,,,
36.57,62.0,69.00000000000001,1.0,2583.07,,,,,
575.62,43.0,129.0,1.0,234.40999999999997,,,,,
84.89,37.0,70.0,1.0,4735.61,,,,,
180.65,22.0,37.99999999999999,5.0,816.0099999999999,,,,,
7.759999999999999,52.0,84.00000000000001,1.0,7393.11,,,,,
109.3,56.0,26.999999999999996,1.0,13510.11,,,,,
230.08,79.0,123.99999999999999,1.0,4466.1,,,,,
361.92,54.0,111.0,1.0,7474.31,,,,,
71.29,68.0,55.0,2.0,7225.63,,,,,
122.44999999999999,46.0,98.0,1.0,7255.49,,,,,
642.53,65.0,128.0,1.0,11417.91,,,,,
62.86000000000001,25.0,30.999999999999996,1.0,1040.43,,,,,
175.21,69.0,69.00000000000001,1.0,6039.04,,,,,
168.0,32.0,11.0,1.0,3498.58,,,,,
11.46,67.0,73.0,1.0,6628.75,,,,,
382.07,62.0,147.0,1.0,10156.09,,,,,
13.48,18.0,20.0,3.0,521.88,,,,,
65.32,28.0,53.99999999999999,1.0,9165.02,,,,,
83.07,27.0,291.0,4.0,6704.76,,,,,
730.1,77.0,93.0,1.0,6384.05,,,,,
85.31,62.0,26.999999999999996,1.0,6095.65,,,,,
726.61,18.0,277.0,1.0,1008.76,,,,,
130.4,45.0,63.0,1.0,4381.24,,,,,
68.1,20.0,47.0,1.0,1382.8,,,,,
65.26,26.0,72.0,1.0,7380.63,,,,,
191.62,63.0,51.00000000000001,1.0,1981.6700000000003,,,,,
212.88,39.0,122.0,1.0,7036.72,,,,,
88.38,30.0,138.0,1.0,3707.82,,,,,
48.77,42.0,51.00000000000001,1.0,2040.1600000000003,,,,,
390.09,26.0,49.0,1.0,2617.23,,,,,
48.29,37.0,242.0,1.0,8883.4,,,,,
333.83,63.0,135.0,1.0,1660.66,,,,,
1074.29,67.0,79.0,1.0,2011.6,,,,,
100.27,79.0,51.00000000000001,1.0,4309.9,,,,,
44.54,31.0,164.0,1.0,362.4,,,,,
1156.18,52.0,40.0,1.0,836.69,,,,,
82.17,28.0,21.000000000000004,1.0,1913.06,,,,,
1045.45,19.0,150.0,1.0,563.46,,,,,
447.42,32.0,65.0,1.0,6133.22,,,,,
590.26,25.0,48.0,1.0,1068.28,,,,,
192.73,71.0,157.0,1.0,2037.7499999999998,,,,,
146.01,26.0,269.0,1.0,221.79,,,,,
136.05,24.0,63.0,3.0,1127.54,,,,,
11.57,56.0,64.0,1.0,2061.61,,,,,
7.820000000000001,36.0,273.0,1.0,2240.49,,,,,
79.43,74.0,72.0,1.0,6579.37,,,,,
386.97,58.0,137.0,1.0,1876.35,,,,,
51.22,23.0,82.0,1.0,1664.59,,,,,
256.05,54.0,35.0,1.0,6910.18,,,,,
7.79,34.0,298.0,1.0,1319.85,,,,,
233.71,63.0,11.0,1.0,6095.5,,,,,
176.37,55.0,126.0,1.0,2420.86,,,,,
122.62999999999998,21.0,153.0,1.0,359.06,,,,,
86.41,75.0,125.0,1.0,3128.71,,,,,
21.57,54.0,71.0,1.0,7587.48,,,,,
82.67,26.0,45.99999999999999,1.0,290.59,,,,,
299.42,63.0,53.00000000000001,1.0,4735.41,,,,,
543.47,18.0,122.0,1.0,6165.03,,,,,
346.76,21.0,116.00000000000001,1.0,1637.75,,,,,
47.48,24.0,66.0,1.0,585.5199999999999,,,,,
64.92,58.0,236.0,1.0,5481.76,,,,,
350.72,28.0,48.0,1.0,1982.8999999999999,,,,,
3.8000000000000003,65.0,174.0,1.0,5766.96,,,,,
22.54,26.0,42.00000000000001,1.0,7139.11,,,,,
767.14,62.0,37.99999999999999,1.0,4732.57,,,,,
167.47,35.0,103.0,1.0,2293.13,,,,,
43.65,30.0,212.0,1.0,2870.67,,,,,
391.08,56.0,105.0,1.0,6885.16,,,,,
390.77,44.0,34.0,1.0,5500.56,,,,,
508.15999999999997,39.0,131.0,1.0,5609.44,,,,,
36.76,65.0,107.99999999999999,1.0,1228.93,,,,,
332.33,27.0,101.0,1.0,192.63,,,,,
362.09,32.0,30.999999999999996,1.0,6590.28,,,,,
42.58,30.0,80.0,1.0,13485.0,,,,,
122.35,53.0,188.0,1.0,6472.5,,,,,
248.65999999999997,28.0,113.0,1.0,2571.39,,,,,
461.25,54.0,171.0,1.0,676.0999999999999,,,,,
61.77000000000001,56.0,49.0,1.0,12352.2,,,,,
268.92,29.0,148.0,1.0,8765.38,,,,,
303.97,24.0,77.0,5.0,1590.88,,,,,
219.02,54.0,68.00000000000001,1.0,7375.73,,,,,
125.14,20.0,30.999999999999996,1.0,1845.18,,,,,
47.6,53.0,115.0,1.0,1382.51,,,,,
592.82,74.0,247.99999999999997,1.0,7508.98,,,,,
372.5,22.0,211.0,1.0,3901.82,,,,,
4.72,32.0,20.0,1.0,4792.01,,,,,
144.93,42.0,74.0,1.0,6887.52,,,,,
316.56,28.0,261.0,1.0,8643.51,,,,,
9.18,22.0,140.0,1.0,887.3199999999999,,,,,
421.25,25.0,66.0,1.0,7174.69,,,,,
185.71,48.0,194.0,1.0,2679.91,,,,,
1432.02,60.0,138.0,1.0,4315.07,,,,,
26.27,45.0,177.0,1.0,8853.93,,,,,
297.03,61.0,151.0,1.0,1088.62,,,,,
341.67,53.0,96.0,5.0,1442.29,,,,,
99.52,52.0,127.0,1.0,3798.0900000000006,,,,,
881.1,28.0,16.0,1.0,9951.68,,,,,
139.69,52.0,180.0,1.0,9567.94,,,,,
112.72,31.0,17.0,1.0,9630.0,,,,,
568.88,19.0,105.0,1.0,1307.86,,,,,
189.03,28.0,50.00000000000001,1.0,1916.46,,,,,
189.08,68.0,238.0,1.0,10790.8,,,,,
958.9,31.0,135.0,1.0,9977.49,,,,,
409.59,35.0,50.00000000000001,1.0,14563.02,,,,,
283.15,24.0,180.0,1.0,603.79,,,,,
151.82,51.0,105.0,1.0,2197.12,,,,,
438.59,37.0,103.0,1.0,8994.39,,,,,
590.57,79.0,93.0,1.0,3224.6,,,,,
63.74,63.0,30.999999999999996,1.0,4336.4,,,,,
77.02,59.0,132.0,1.0,800.8299999999999,,,,,
501.15,47.0,208.0,1.0,8821.84,,,,,
917.81,64.0,75.0,2.0,3173.17,,,,,
8.95,76.0,102.0,1.0,3299.84,,,,,
173.6,21.0,160.0,1.0,421.44,,,,,
149.4,53.0,123.0,1.0,1035.22,,,,,
388.21,53.0,237.0,1.0,9724.49,,,,,
484.3,61.0,230.0,3.0,7910.300000000001,,,,,
126.04,65.0,167.0,1.0,6041.69,,,,,
52.04,50.0,30.999999999999996,1.0,8436.12,,,,,
389.7,62.0,215.99999999999997,1.0,7125.15,,,,,
309.77,67.0,137.0,1.0,4378.14,,,,,
202.55,21.0,34.0,2.0,701.7299999999999,,,,,
724.18,41.0,134.0,1.0,10922.78,,,,,
124.98,24.0,78.0,1.0,641.9999999999999,,,,,
487.32,52.0,164.0,1.0,7707.959999999999,,,,,
635.91,46.0,78.0,1.0,13267.09,,,,,
205.65,62.0,144.0,1.0,3582.16,,,,,
39.41,25.0,132.0,1.0,921.91,,,,,
254.00000000000003,35.0,63.0,1.0,5788.53,,,,,
436.8,36.0,213.0,1.0,4515.43,,,,,
224.73,76.0,63.0,1.0,7551.890000000001,,,,,
752.69,65.0,115.0,1.0,14489.69,,,,,
78.5,31.0,41.0,1.0,13991.5,,,,,
50.0,53.0,87.0,1.0,185.87,,,,,
132.42,18.0,164.0,1.0,726.3899999999999,,,,,
83.16,61.0,177.0,1.0,3065.87,,,,,
149.02,46.0,176.0,1.0,9379.72,,,,,
74.27,59.0,148.0,1.0,13696.61,,,,,
876.57,62.0,118.0,1.0,3743.6300000000006,,,,,
615.58,42.0,133.0,1.0,14343.0,,,,,
643.03,36.0,52.00000000000001,1.0,2882.16,,,,,
7.950000000000001,79.0,65.0,1.0,5631.2,,,,,
270.92,77.0,143.0,1.0,4574.43,,,,,
499.47999999999996,24.0,133.0,1.0,1242.62,,,,,
841.5,25.0,287.0,1.0,352.31,,,,,
138.82,77.0,53.00000000000001,1.0,3100.22,,,,,
231.46,60.0,83.0,1.0,4707.24,,,,,
292.08,72.0,32.0,1.0,7950.48,,,,,
63.98,54.0,258.0,1.0,7954.12,,,,,
235.21,67.0,74.0,1.0,5946.61,,,,,
201.73,57.0,78.0,1.0,6650.71,,,,,
161.31,28.0,13.0,1.0,1268.67,,,,,
18.41,53.0,168.00000000000003,1.0,8287.54,,,,,
471.75,34.0,41.0,1.0,12948.5,,,,,
290.02,55.0,246.0,1.0,4746.71,,,,,
48.05,27.0,37.99999999999999,1.0,5334.97,,,,,
359.42,55.0,30.0,1.0,1765.45,,,,,
32.91,19.0,255.0,1.0,427.3,,,,,
3.8000000000000003,67.0,140.0,1.0,6285.39,,,,,
31.81,51.0,149.0,1.0,1406.6,,,,,
220.2,28.0,102.0,1.0,1075.15,,,,,
476.03,77.0,99.0,1.0,5958.34,,,,,
141.91,23.0,49.0,1.0,791.9699999999999,,,,,
95.83,27.0,91.0,1.0,1726.4,,,,,
51.15,46.0,199.0,1.0,8992.25,,,,,
1192.2,60.0,103.0,5.0,7816.410000000001,,,,,
50.75,62.0,185.0,1.0,8271.47,,,,,
185.07,22.0,159.0,1.0,636.42,,,,,
293.54,40.0,45.0,1.0,2290.1,,,,,
285.26,28.0,93.0,1.0,167.72,,,,,
129.48,31.0,179.0,1.0,7581.7,,,,,
743.03,50.0,174.0,1.0,4111.38,,,,,
297.86,28.0,96.0,1.0,1680.14,,,,,
231.92,66.0,12.0,1.0,5715.08,,,,,
295.82,47.0,45.99999999999999,1.0,5897.73,,,,,
302.86,55.0,275.0,1.0,5239.24,,,,,
81.08,58.0,56.0,1.0,7788.910000000001,,,,,
775.6,79.0,158.0,1.0,3898.6400000000003,,,,,
211.91,20.0,181.0,1.0,927.4699999999999,,,,,
17.21,23.0,219.0,1.0,914.16,,,,,
124.22,23.0,172.0,1.0,9695.04,,,,,
38.37,63.0,135.0,1.0,8647.04,,,,,
269.79,52.0,17.0,1.0,1292.1,,,,,
605.42,21.0,33.0,1.0,392.34,,,,,
29.19,58.0,41.0,1.0,12059.85,,,,,
701.7,61.0,64.0,1.0,6643.24,,,,,
862.34,57.0,72.0,1.0,9903.48,,,,,
410.97,22.0,45.0,1.0,151.42,,,,,
36.97,41.0,79.0,1.0,2850.92,,,,,
137.59,30.0,95.0,1.0,10679.67,,,,,
168.11,51.0,12.0,1.0,10652.13,,,,,
430.98,24.0,93.0,1.0,569.25,,,,,
13.87,24.0,20.0,1.0,954.83,,,,,
175.07,28.0,169.0,2.0,9274.64,,,,,
302.82,36.0,175.0,1.0,9384.54,,,,,
1647.74,67.0,52.00000000000001,1.0,1483.84,,,,,
406.81,66.0,84.00000000000001,1.0,1968.3600000000001,,,,,
256.3,53.0,172.0,1.0,4203.05,,,,,
80.96,19.0,97.0,1.0,959.9399999999999,,,,,
95.78,22.0,26.999999999999996,1.0,271.64,,,,,
379.54,41.0,118.0,1.0,12571.76,,,,,
903.19,22.0,65.0,1.0,8627.08,,,,,
142.19,18.0,26.999999999999996,4.0,524.46,,,,,
847.45,28.0,175.0,1.0,422.32,,,,,
295.18,66.0,30.999999999999996,1.0,12961.53,,,,,
18.46,68.0,213.0,1.0,6381.6,,,,,
603.23,28.0,48.0,1.0,117.98000000000002,,,,,
54.5,57.0,147.0,1.0,1715.22,,,,,
414.77,29.0,274.0,1.0,5599.81,,,,,
886.19,61.0,69.00000000000001,1.0,7904.240000000001,,,,,
440.03,49.0,88.0,1.0,1490.44,,,,,
76.39,18.0,219.0,1.0,5976.0,,,,,
595.91,19.0,162.0,1.0,1673.76,,,,,
6.03,76.0,70.0,1.0,3290.72,,,,,
249.34,26.0,197.0,1.0,3030.97,,,,,
421.52,20.0,67.0,1.0,369.86,,,,,
189.77,58.0,24.0,1.0,6570.36,,,,,
73.19,76.0,213.0,1.0,2264.98,,,,,
188.13,75.0,198.0,1.0,5029.87,,,,,
30.52,62.0,122.0,1.0,12327.74,,,,,
1235.69,20.0,118.0,1.0,420.25,,,,,
1159.39,41.0,150.0,1.0,6499.53,,,,,
170.24,62.0,133.0,1.0,5172.99,,,,,
56.62,54.0,121.0,1.0,8981.1,,,,,
53.14,34.0,70.0,1.0,7914.999999999999,,,,,
587.23,27.0,144.0,1.0,500.84,,,,,
21.27,62.0,114.0,1.0,7392.79,,,,,
1397.59,26.0,144.0,1.0,1134.79,,,,,
76.02,34.0,189.0,1.0,14765.41,,,,,
155.51,68.0,15.0,1.0,5360.19,,,,,
135.15,72.0,50.00000000000001,1.0,5878.14,,,,,
39.48,56.0,37.99999999999999,1.0,5889.51,,,,,
451.68,33.0,15.0,1.0,4381.54,,,,,
355.0,26.0,33.0,1.0,185.47,,,,,
427.69,43.0,236.0,1.0,2443.54,,,,,
254.86,23.0,102.0,1.0,699.8999999999999,,,,,
19.48,27.0,114.0,1.0,4739.59,,,,,
190.17,49.0,265.0,1.0,12893.85,,,,,
206.63,59.0,128.0,1.0,7626.53,,,,,
93.22,52.0,52.00000000000001,1.0,1014.6300000000001,,,,,
547.98,28.0,171.0,1.0,1358.54,,,,,
641.06,23.0,25.000000000000004,1.0,1602.13,,,,,
314.55,27.0,18.999999999999996,2.0,1105.89,,,,,
836.45,61.0,63.0,1.0,1731.89,,,,,
1095.09,29.0,52.00000000000001,1.0,8692.47,,,,,
189.45,53.0,61.99999999999999,1.0,12578.75,,,,,
91.84,67.0,80.0,1.0,1712.41,,,,,
609.52,78.0,169.0,1.0,3485.03,,,,,
859.3,78.0,68.00000000000001,1.0,1146.78,,,,,
100.01,50.0,63.0,1.0,6393.12,,,,,
28.78,40.0,51.00000000000001,1.0,680.5499999999998,,,,,
111.08,70.0,83.0,1.0,7037.34,,,,,
470.96,69.0,123.99999999999999,2.0,12991.03,,,,,
52.23,28.0,96.0,1.0,105.01,,,,,
78.62,32.0,52.00000000000001,1.0,1360.85,,,,,
47.79,25.0,37.0,1.0,1649.92,,,,,
333.97,52.0,45.0,1.0,5237.36,,,,,
30.87,33.0,295.0,1.0,14348.65,,,,,
710.43,67.0,115.0,1.0,5625.55,,,,,
220.23,41.0,48.0,1.0,3438.02,,,,,
27.28,29.0,96.0,1.0,10668.24,,,,,
101.52,49.0,98.0,1.0,2018.9000000000003,,,,,
162.65,59.0,147.0,1.0,9500.95,,,,,
10.52,55.0,30.0,1.0,2472.99,,,,,
270.72,38.0,37.0,1.0,6522.47,,,,,
247.58,39.0,151.99999999999997,1.0,778.74,,,,,
359.65,25.0,289.0,1.0,219.53,,,,,
109.91,38.0,90.0,1.0,12896.06,,,,,
215.72,30.0,137.0,1.0,8697.11,,,,,
490.76,66.0,156.0,1.0,6414.11,,,,,
224.28,64.0,68.00000000000001,1.0,5767.51,,,,,
608.79,55.0,157.0,1.0,2991.17,,,,,
840.16,20.0,68.00000000000001,1.0,1236.76,,,,,
203.34,60.0,66.0,1.0,13586.99,,,,,
90.88,26.0,284.0,1.0,7117.35,,,,,
60.11,61.0,122.0,1.0,7235.87,,,,,
393.92,72.0,47.0,1.0,7318.64,,,,,
19.39,43.0,45.0,1.0,9847.6,,,,,
557.41,80.0,49.0,1.0,2968.75,,,,,
57.07,31.0,99.0,1.0,9323.71,,,,,
395.27,18.0,167.0,1.0,1764.08,,,,,
289.05,75.0,116.00000000000001,1.0,5683.49,,,,,
46.11,33.0,233.0,1.0,5225.73,,,,,
335.5,63.0,47.0,1.0,6445.4,,,,,
388.07,24.0,68.00000000000001,1.0,289.71,,,,,
520.86,51.0,66.0,1.0,9200.74,,,,,
787.41,25.0,39.0,1.0,300.87,,,,,
31.699999999999996,48.0,121.0,1.0,743.8999999999999,,,,,
22.3,21.0,90.0,1.0,1200.35,,,,,
203.12,56.0,181.0,1.0,1562.39,,,,,
315.94,49.0,172.0,1.0,7719.709999999999,,,,,
192.23,54.0,39.0,3.0,2610.67,,,,,
1510.71,66.0,51.00000000000001,1.0,2060.02,,,,,
0.26,20.0,173.0,1.0,1833.67,,,,,
210.77,71.0,161.0,1.0,5396.65,,,,,
406.65,57.0,107.0,1.0,12995.7,,,,,
422.9,40.0,111.0,1.0,7616.43,,,,,
20.62,35.0,225.0,1.0,12500.8,,,,,
174.39,19.0,36.0,1.0,1127.08,,,,,
7.859999999999999,76.0,91.0,1.0,3621.98,,,,,
54.85,58.0,40.0,1.0,2727.45,,,,,
204.7,49.0,95.0,5.0,5117.03,,,,,
16.55,26.0,159.0,1.0,6089.79,,,,,
91.32,58.0,77.0,1.0,2618.1,,,,,
49.62,55.0,111.0,1.0,3841.4199999999996,,,,,
487.16,28.0,84.00000000000001,1.0,321.21,,,,,
